评论内容,点赞数,评分,tokens,点赞权值,评分情感,sentiment_prediction_snownlp,sentiment_snownlp,sentiment_prediction_LSTM,sentiment_LSTM
老师的课非常棒,0,5.0,"['课', '棒']",1.0,1,0.9969293574519331,1,"[0.9558629989624023, 0.04430033639073372]",1
老师讲的简单易懂，非常好,0,5.0,"['简单', '易懂', '好']",1.0,1,0.9897186421378436,1,"[0.825238823890686, 0.17302893102169037]",1
"灰常好！！！
",0,5.0,['灰常好'],1.0,1,0.2865834617476053,-1,"[0.5002946257591248, 0.5031003355979919]",0
"棒     棒     棒
",0,5.0,"['棒', '棒', '棒']",1.0,1,0.9998257204607802,1,"[0.967463493347168, 0.033815253525972366]",1
课程真的很好对于那些零基础想学编程的人很友好,0,5.0,"['真的', '好', '基础', '想', '学', '编程', '友好']",1.0,1,0.9991308570654263,1,"[0.9570424556732178, 0.04110034182667732]",1
我觉得  讲的不错 。。大家可以学习一下。。。,0,5.0,['不错'],1.0,1,0.969592893892473,1,"[0.5991336703300476, 0.40609651803970337]",0
"老师讲的很好,浅显易懂",0,5.0,"['好', '浅显易懂']",1.0,1,0.9920132164153262,1,"[0.9721300005912781, 0.029170403257012367]",1
"讲解非常到位，逻辑清楚

",0,5.0,"['讲解', '到位', '逻辑']",1.0,1,0.9872221223824752,1,"[0.9885925054550171, 0.0114356130361557]",1
翁男神超级好,0,5.0,"['翁', '男神', '超级', '好']",1.0,1,0.40214953945912135,0,"[0.9822240471839905, 0.01789007894694805]",1
超级棒的课程，比其他学校的要好太多。,0,5.0,"['超级', '棒', '学校', '好']",1.0,1,0.9982217526799335,1,"[0.9698306322097778, 0.0324973538517952]",1
很棒，很清晰,0,5.0,"['很棒', '清晰']",1.0,1,0.9776289247890025,1,"[0.9830101132392883, 0.017420941963791847]",1
讲得不错！翁恺老师！,0,5.0,"['讲得', '不错', '翁恺']",1.0,1,0.9697951174110332,1,"[0.9936056137084961, 0.006385400891304016]",1
非常好，要早学,0,5.0,"['好', '早学']",1.0,1,0.8221468358554601,1,"[0.9384980201721191, 0.06320873647928238]",1
很棒，学到了很多，非常喜欢。,0,5.0,"['很棒', '学到', '喜欢']",1.0,1,0.982534393327594,1,"[0.9930534958839417, 0.006670662667602301]",1
下一次什么时候开课？,0,5.0,['开课'],1.0,1,0.5225319618141544,0,"[0.905519425868988, 0.0947088748216629]",1
全靠自学！,0,5.0,"['全靠', '自学']",1.0,1,0.938071400155519,1,"[0.9779601693153381, 0.02206183411180973]",1
很舒服的上课感觉,0,5.0,"['舒服', '上课']",1.0,1,0.9785902018791323,1,"[0.9954739212989807, 0.004801307804882526]",1
从入门一直学到了进阶，老师讲的很是详细，而且特别和善，真好,0,5.0,"['入门', '学到', '进阶', '详细', '特别', '和善', '真', '好']",1.0,1,0.9998012302399066,1,"[0.9970045685768127, 0.0032505798153579235]",1
很棒，很实用，感谢翁恺老师提供讲座！！！,0,5.0,"['很棒', '实用', '感谢', '翁恺', '提供', '讲座']",1.0,1,0.9754446403449393,1,"[0.9959404468536377, 0.0039139012806117535]",1
老师细心认真，很棒,0,5.0,"['细心', '认真', '很棒']",1.0,1,0.9980360228516979,1,"[0.9903485774993896, 0.00991511158645153]",1
perfect couse,0,5.0,[],1.0,1,0.40306518103660505,0,"[0.5905592441558838, 0.412018746137619]",0
有些地方必须一连贯的听下去，不知道是优点还是缺点,0,4.0,"['地方', '连贯', '听', '优点', '缺点']",1.0,1,0.4669050082167111,0,"[0.4732206463813782, 0.5279318690299988]",0
"超级棒
超级棒
",0,5.0,"['超级', '棒', '超级', '棒']",1.0,1,0.9350851483655283,1,"[0.9793741703033447, 0.021578742191195488]",1
老师很耐心，讲解很细致，就是视频顺序有点乱,0,5.0,"['耐心', '讲解', '细致', '视频', '顺序', '乱']",1.0,1,0.9943592947053111,1,"[0.9667971730232239, 0.032639533281326294]",1
很棒的课程。翁老师讲得深入浅出，很适合我这种自学的。,0,5.0,"['很棒', '翁', '讲得', '深入浅出', '适合', '自学']",1.0,1,0.9999843532198985,1,"[0.9317976236343384, 0.0707431435585022]",1
"nice
啊
",0,5.0,[],1.0,1,0.8,1,"[0.9498361349105835, 0.0493030846118927]",1
翁老师讲的真不错 为人也很儒雅随和 上学期多亏了他了 很喜欢上他的课 推荐,0,5.0,"['翁', '真不错', '儒雅', '随和', '学期', '喜欢', '课', '推荐']",1.0,1,0.999762818152842,1,"[0.9770336747169495, 0.023326314985752106]",1
从零基础学到现在，老师讲得很好，希望能转专业,0,5.0,"['基础', '学到', '讲得', '好', '希望', '能转', '专业']",1.0,1,0.9968215486962342,1,"[0.7738292813301086, 0.22617483139038086]",1
老师讲的很好，很清晰。对于我这个非计算机专业的人来说帮助很大。,0,5.0,"['好', '清晰', '非', '计算机专业', '很大']",1.0,1,0.9997844891163956,1,"[0.8895117044448853, 0.11222049593925476]",1
老师讲得非常细心，非常感谢！,0,5.0,"['讲得', '细心', '非常感谢']",1.0,1,0.9965565974451422,1,"[0.9958028197288513, 0.004340434446930885]",1
非常喜欢老师的讲课风格，希望老师能多出一些关于计算机方面的课程,0,5.0,"['喜欢', '讲课', '风格', '希望', '多出', '计算机']",1.0,1,0.9991155949948943,1,"[0.9891495108604431, 0.011034213937819004]",1
老师讲的真的好呢,0,5.0,"['真的', '好']",1.0,1,0.9663146802208104,1,"[0.9682742357254028, 0.029638731852173805]",1
有点意思，有趣,0,5.0,['有趣'],1.0,1,0.78494623655914,1,"[0.9928327798843384, 0.007424861658364534]",1
学的越久越知道知识的重要。,0,5.0,"['学', '越久越', '知识']",1.0,1,0.9621059894141267,1,"[0.8546993136405945, 0.1462651938199997]",1
"翁恺老师讲的特别棒
",0,5.0,"['翁恺', '特别', '棒']",1.0,1,0.9927948970148035,1,"[0.9685922861099243, 0.030646761879324913]",1
好好好好好好好好好,0,5.0,"['好好', '好好', '好好', '好好', '好']",1.0,1,0.790131042018808,1,"[0.9831598401069641, 0.01780690811574459]",1
讲的非常详细，感谢老师。,0,5.0,"['详细', '感谢']",1.0,1,0.9728606222711457,1,"[0.9957371950149536, 0.004157605580985546]",1
虽然有点听不懂 但是很棒,0,5.0,"['听不懂', '很棒']",1.0,1,0.8119682085397445,1,"[0.9891335368156433, 0.01045722234994173]",1
连续型很强,0,5.0,"['连续型', '很强']",1.0,1,0.9205672778953966,1,"[0.983394980430603, 0.015483107417821884]",1
翁恺老师的课真的很好 ，我的老师也是浙大的 但是讲的没有翁老师仔细，让我觉得c很难学习。但是翁老师的课让我明白了很多,0,5.0,"['翁恺', '课', '真的', '好', '浙大', '翁', '仔细', '很难', '翁', '课', '明白']",1.0,1,0.9999809177300808,1,"[0.9887880682945251, 0.011610027402639389]",1
获益匪浅啊,0,5.0,['获益匪浅'],1.0,1,0.9771411596038688,1,"[0.990157425403595, 0.010799248702824116]",1
老师太给力了,0,5.0,['太给力'],1.0,1,0.7550550419459681,1,"[0.9903580546379089, 0.009452964179217815]",1
h hhhh,0,5.0,[],1.0,1,0.4737672181921908,0,"[0.9967164397239685, 0.00314930803142488]",1
这门课让我想转系去学计算机。老师讲得超级好！,0,5.0,"['这门', '课', '想', '转系', '去学', '计算机', '讲得', '超级', '好']",1.0,1,0.9939552959035933,1,"[0.9910751581192017, 0.008727388456463814]",1
翁恺老师讲得真的很好很生动！！,0,5.0,"['翁恺', '讲得', '真的', '好', '生动']",1.0,1,0.986725025995875,1,"[0.9925346374511719, 0.008406106382608414]",1
撬棒！能学到很多书上学不到的tips,0,5.0,"['撬棒', '学到', '书', '上学', '不到']",1.0,1,0.5795312275905526,0,"[0.9903593063354492, 0.010092239826917648]",1
课程内容简洁有效，老师讲课生动有趣。,0,5.0,"['简洁', '讲课', '生动有趣']",1.0,1,0.9992257359082641,1,"[0.9953278303146362, 0.004646148532629013]",1
谢谢老师 谢谢慕课,0,5.0,"['谢谢', '谢谢', '慕课']",1.0,1,0.9677103466637205,1,"[0.9932671785354614, 0.007177415769547224]",1
讲的很细，我c语言基础为零，但是我都能完全听懂老师讲的，谢谢老师,0,5.0,"['细', '语言', '基础', '听懂', '谢谢']",1.0,1,0.9990045948254636,1,"[0.960247814655304, 0.04044827073812485]",1
不错，能够了解C语言的基础知识，学到不少东西。,0,5.0,"['不错', '基础知识', '学到', '东西']",1.0,1,0.9889027512540335,1,"[0.9804326295852661, 0.019678866490721703]",1
翁恺老师讲的课深入浅出，把难懂的、枯燥的知识点逐层掰开，让我这个小白能够学得有趣、有得。感谢翁恺老师的付出。,0,5.0,"['翁恺', '课', '深入浅出', '难懂', '枯燥', '知识点', '逐层', '掰开', '小白', '学得', '有趣', '感谢', '翁恺', '付出']",1.0,1,0.9999999844775789,1,"[0.962705671787262, 0.03828304260969162]",1
老师讲的是真心好,0,5.0,"['真心', '好']",1.0,1,0.9762322871839637,1,"[0.9714049100875854, 0.028210701420903206]",1
老师的课很有意思！,0,5.0,"['课', '有意思']",1.0,1,0.9938284557288382,1,"[0.9937509894371033, 0.006299255415797234]",1
收藏。。。,0,4.0,['收藏'],1.0,1,0.7001273855030358,1,"[0.21465034782886505, 0.7927353382110596]",-1
讲的很好，有很多延伸知识,0,4.0,"['好', '延伸', '知识']",1.0,1,0.9938664258093765,1,"[0.8734138607978821, 0.12370911240577698]",1
老师讲的挺好！,0,5.0,['好'],1.0,1,0.9809052363593675,1,"[0.8814452886581421, 0.11935979127883911]",1
需要重复，反复听，有些问题才能弄懂,0,5.0,"['重复', '反复', '听', '弄懂']",1.0,1,0.27929013523830537,-1,"[0.9854677319526672, 0.015327814035117626]",1
0000000,0,5.0,[],1.0,1,0.5,0,"[0.5781183242797852, 0.4246372878551483]",0
很好！老师很用心在教,0,5.0,"['好', '用心', '教']",1.0,1,0.9935715521034835,1,"[0.9869267344474792, 0.012782152742147446]",1
bang!,0,5.0,[],1.0,1,0.5,0,"[0.9652845859527588, 0.03382948413491249]",1
从C基础追过来的,0,5.0,"['基础', '追过来']",1.0,1,0.3557584195738913,-1,"[0.9960921406745911, 0.0040718563832342625]",1
期待翁老师的短学期课程,0,5.0,"['期待', '翁', '短', '学期']",1.0,1,0.9887417990684374,1,"[0.9917245507240295, 0.009495175443589687]",1
老师讲的很详细，作为初学者受益匪浅,0,5.0,"['详细', '初学者', '受益匪浅']",1.0,1,0.99992061258252,1,"[0.9932166934013367, 0.006742207799106836]",1
老师讲课超级清楚,0,5.0,"['讲课', '超级']",1.0,1,0.780507865910656,1,"[0.9832279682159424, 0.015764417126774788]",1
讲的很清楚也很准确，可以发散思维，引起很多有趣的思考！,0,5.0,"['准确', '发散', '思维', '有趣', '思考']",1.0,1,0.9997438157271146,1,"[0.9568296670913696, 0.04398674890398979]",1
好，特别喜欢翁恺老师，还推荐给了同学们。,0,5.0,"['好', '特别', '喜欢', '翁恺', '推荐']",1.0,1,0.9914962658804871,1,"[0.9728859663009644, 0.026934411376714706]",1
翁老师棒棒哒,0,5.0,"['翁', '棒棒', '哒']",1.0,1,0.7606009338486734,1,"[0.9944678544998169, 0.0061470260843634605]",1
真的是良心慕课呀！,0,5.0,"['真的', '良心', '慕课']",1.0,1,0.6872921294975722,1,"[0.9460447430610657, 0.05307385325431824]",1
课程讲的很形象，适当拓展，强调实践，受益了,0,5.0,"['形象', '拓展', '实践', '受益']",1.0,1,0.9993011060541648,1,"[0.9172847270965576, 0.0851295068860054]",1
翁凯老师讲的太好了,0,5.0,"['翁凯', '太好了']",1.0,1,0.8230993356251911,1,"[0.9401154518127441, 0.05844094231724739]",1
翁老师循循善诱，懂得如何把冰山一角显露在学生面前，而海面下的冰山却让学生自己去探索。,0,5.0,"['翁', '循循善诱', '懂得', '冰山一角', '显露', '学生', '面前', '海面', '冰山', '学生', '探索']",1.0,1,0.9999790216896843,1,"[0.9868314266204834, 0.01336255855858326]",1
帮，强烈推荐,0,5.0,"['帮', '强烈推荐']",1.0,1,0.7031530064436587,1,"[0.9908356666564941, 0.008219879120588303]",1
非常棒！(๑•̀ㅂ•́)و✧,0,5.0,['棒'],1.0,1,0.9453126197756838,1,"[0.9868659377098083, 0.013720796443521976]",1
很棒的一门课，老师讲的很棒！,0,5.0,"['很棒', '一门', '课', '很棒']",1.0,1,0.9985707921588484,1,"[0.9958491325378418, 0.003945213742554188]",1
"老师的C语言课可以说是Mooc最好的C语言课，要是有c ＋＋课就好了．
mooc中其它的好多课程都是老师照着ｐｐｔ念，看着都快睡着了．　",0,5.0,"['课', '说', '课', '课', '好', '中', '好多', '念', '看着', '睡着']",1.0,1,0.9977701813046791,1,"[0.990838348865509, 0.009412824176251888]",1
老师讲的特别棒，要是PPT能够详细一点就更好了,0,5.0,"['特别', '棒', '详细', '一点', '更好']",1.0,1,0.9985468506847225,1,"[0.9868786931037903, 0.0136985769495368]",1
希望翁老师多出一些课程，真的讲的非常好，很多视频的细节值得反复看然后吸收消化。,0,5.0,"['希望', '翁', '多出', '真的', '好', '视频', '细节', '值得', '反复', '吸收', '消化']",1.0,1,0.9999537418303374,1,"[0.9971169233322144, 0.0029132862109690905]",1
精炼，思路清晰,0,5.0,"['精炼', '思路清晰']",1.0,1,0.987259369114433,1,"[0.9563005566596985, 0.04421820491552353]",1
条理清晰 内容合理 深入浅出 强烈推荐,0,5.0,"['条理清晰', '深入浅出', '强烈推荐']",1.0,1,0.9974182933844125,1,"[0.9966006875038147, 0.0034342878498136997]",1
"很棒，很nice
",0,5.0,['很棒'],1.0,1,0.9771467228148495,1,"[0.9916158318519592, 0.008701063692569733]",1
希望增加测验,0,4.0,"['希望', '增加', '测验']",1.0,1,0.7939838234584206,1,"[0.929372251033783, 0.07211568206548691]",1
nice，looking for more courses instructed by teacher weng,0,5.0,[],1.0,1,0.39649036561138595,-1,"[0.983017086982727, 0.018353136256337166]",1
老师讲的太棒了，就是有个建议。希望PPT能换成黑色背景，白色字体。白色背景太晃眼了。,0,5.0,"['太棒了', '有个', '建议', '希望', '换成', '黑色', '背景', '白色', '字体', '白色', '背景', '晃眼']",1.0,1,0.974871030313854,1,"[0.9689663052558899, 0.03234707936644554]",1
授课方式幽默，不错的风格，很有趣，生动，让人易理解,0,5.0,"['授课', '方式', '幽默', '不错', '风格', '有趣', '生动', '人易', '理解']",1.0,1,0.9986209907814494,1,"[0.9670009016990662, 0.03236125037074089]",1
加大了C语言的深度，从工程角度进行讲解，让我对C的认识更加深一步。谢谢老师！,0,5.0,"['加大', '深度', '工程', '角度', '讲解', '深一步', '谢谢']",1.0,1,0.9011269824008393,1,"[0.9362114071846008, 0.0635804608464241]",1
"完美，翁恺老师的课很详细
",0,5.0,"['完美', '翁恺', '课', '详细']",1.0,1,0.9907478372224278,1,"[0.9938550591468811, 0.006838892120867968]",1
很好很好，老师特别好,0,5.0,"['好', '好', '特别', '好']",1.0,1,0.9943173454864389,1,"[0.8785319924354553, 0.12166903913021088]",1
可以反复学，多多理解,0,5.0,"['反复', '学', '理解']",1.0,1,0.9407378845025566,1,"[0.9934918284416199, 0.006414515897631645]",1
"老师水平非常高
",0,5.0,"['水平', '高']",1.0,1,0.8933419361238712,1,"[0.9749362468719482, 0.024172862991690636]",1
11111,0,5.0,[],1.0,1,0.5,0,"[0.590451180934906, 0.41118475794792175]",0
不错哟！！！！！！！,0,5.0,['不错'],1.0,1,0.5277060822407151,0,"[0.9537231922149658, 0.04571415111422539]",1
老师的讲解很生动,0,5.0,"['讲解', '生动']",1.0,1,0.9988006891664682,1,"[0.9657717943191528, 0.034653276205062866]",1
从中学到了很多有趣有用的东西，受益匪浅,0,5.0,"['中学', '有趣', '有用', '东西', '受益匪浅']",1.0,1,0.9991724700826471,1,"[0.9650810360908508, 0.03566647693514824]",1
好很好很好好,0,5.0,"['好', '好', '好好']",1.0,1,0.9302769312755556,1,"[0.9127070903778076, 0.09146303683519363]",1
老师讲课的方式非常好，学到了很多,0,4.0,"['讲课', '方式', '好', '学到']",1.0,1,0.985224177741892,1,"[0.9781307578086853, 0.020444991067051888]",1
欣赏翁老师的教学工作，不仅教授语言上的知识，还启发一些如何写程序，希望这方面可以在多加一些！,0,5.0,"['欣赏', '翁', '教学', '工作', '教授', '语言', '知识', '启发', '写', '程序', '希望', '这方面', '多加']",1.0,1,0.9995082363228268,1,"[0.9787769913673401, 0.022038793191313744]",1
老师讲得很棒！,0,5.0,"['讲得', '很棒']",1.0,1,0.9855264988375029,1,"[0.9795876741409302, 0.020495867356657982]",1
特别喜欢翁恺老师的课,0,5.0,"['特别', '喜欢', '翁恺', '课']",1.0,1,0.9636968400558379,1,"[0.9865821599960327, 0.012644377537071705]",1
有很大收获，不用出门就能学到很多知识。,0,5.0,"['很大', '收获', '不用', '出门', '学到', '知识']",1.0,1,0.9937602386328628,1,"[0.9918363690376282, 0.00858232006430626]",1
很棒的教程,0,5.0,"['很棒', '教程']",1.0,1,0.930769380064614,1,"[0.8963502645492554, 0.10522870719432831]",1
翁教授的进阶课让我大开眼界，思路清晰，通过试错的方法，让人豁然开朗。只是我们上班一族，忙于工作，练的太少，让翁教授感到失望了。说实话很想跟上课程进度，但第一个编程题就难住我了。还是练得太少，思考的太少！决定有时间先从基础的C编程练起，尽管以前学过，已经还给老师。,0,5.0,"['翁', '教授', '进阶', '课', '大开眼界', '思路清晰', '试错', '方法', '豁然开朗', '上班', '族', '忙于', '工作', '练', '太少', '翁', '教授', '感到', '失望', '说实话', '很想', '跟上', '进度', '第一个', '编程', '题', '难住', '练得', '太少', '思考', '太少', '时间', '先', '基础', '编程', '练', '学过', '还给']",1.0,1,0.9999998690564489,1,"[0.9937260746955872, 0.006923074834048748]",1
"收获很多很多
",0,5.0,"['收获', '很多很多']",1.0,1,0.9060818286070602,1,"[0.996976375579834, 0.0029768971726298332]",1
再录个这样的C  吧！,0,5.0,['录个'],1.0,1,0.13773077454557558,-1,"[0.9863437414169312, 0.012862118892371655]",1
内容合理，适合新手入门,0,5.0,"['适合', '新手入门']",1.0,1,0.4919851858797857,0,"[0.9962537288665771, 0.003978192340582609]",1
老师讲的浅显易懂，课件也非常的详细，很适合初学者。,0,5.0,"['浅显易懂', '课件', '详细', '适合', '初学者']",1.0,1,0.9993355708038069,1,"[0.986730694770813, 0.012761279009282589]",1
老师讲课很好，引导学生自己想办法解决问题，(๑•̀ㅂ•́)و✧,0,5.0,"['讲课', '好', '引导', '学生', '想', '办法', '解决问题']",1.0,1,0.9351533641026943,1,"[0.8560363054275513, 0.1421782672405243]",1
特别喜欢老师的课程,0,5.0,"['特别', '喜欢']",1.0,1,0.9840521528710902,1,"[0.9468350410461426, 0.05366378650069237]",1
听了老师的课，我感觉到我更想要去学习c，因为感觉有人陪着的感觉，支持老师,0,5.0,"['听', '课', '想要', '有人', '陪', '支持']",1.0,1,0.9998980327268159,1,"[0.9943256974220276, 0.0052832323126494884]",1
由浅入深地讲解，很好的老师,0,5.0,"['由浅入深', '讲解', '好']",1.0,1,0.9994158681668103,1,"[0.990538477897644, 0.009805492125451565]",1
6666666,0,5.0,[],1.0,1,0.5,0,"[0.5292671918869019, 0.4748534560203552]",0
老师多讲讲习惯和练习吧,0,5.0,"['讲讲', '习惯']",1.0,1,0.9834179596752574,1,"[0.994560182094574, 0.005212005227804184]",1
"老师教的很好，由浅入深，循循善诱
",0,5.0,"['教', '好', '由浅入深', '循循善诱']",1.0,1,0.9998646202929301,1,"[0.9226604104042053, 0.07666457444429398]",1
跟着老师学习了很多知识，光靠自己看书，还真不行。,0,5.0,"['跟着', '知识', '光靠', '看书', '真', '不行']",1.0,1,0.9977846037672249,1,"[0.995098888874054, 0.0050159902311861515]",1
非常好，跟着名师学，,0,5.0,"['好', '跟着', '名师', '学']",1.0,1,0.9372656680208656,1,"[0.9943661689758301, 0.005677392240613699]",1
很棒啊！！！翁老师很很很厉害！！！,0,5.0,"['很棒', '翁', '厉害']",1.0,1,0.7998698782130578,1,"[0.9671971201896667, 0.03305744752287865]",1
引用论语一句话，博我以文，约我以礼，欲罢不能。循序渐进 很好,0,5.0,"['引用', '论语', '一句', '话', '博', '以文', '约', '以礼', '欲罢不能', '循序渐进', '好']",1.0,1,0.9866624412975862,1,"[0.9940598011016846, 0.00629635201767087]",1
通俗易懂.非常棒!,0,5.0,"['通俗易懂', '棒']",1.0,1,0.9930940269834414,1,"[0.9790768623352051, 0.020324453711509705]",1
啦啦啦啦啦,0,5.0,[],1.0,1,0.5262327818078083,0,"[0.9589635133743286, 0.041717175394296646]",1
收获很多，非常感谢慕课提供的这样一个平台让我们这些很普通的学生可以学到这么好的课程。,0,5.0,"['收获', '非常感谢', '慕课', '提供', '平台', '学生', '学到', '好']",1.0,1,0.9986922493973475,1,"[0.9770442843437195, 0.02192225493490696]",1
hengbang,0,5.0,[],1.0,1,0.5,0,"[0.5043479204177856, 0.49937090277671814]",0
很不错，就是有些知识省略了,0,4.0,"['不错', '知识', '省略']",1.0,1,0.9844652964520294,1,"[0.9818295240402222, 0.019341180101037025]",1
wwwwwwwwwwwadawdawda,0,5.0,[],1.0,1,0.5,0,"[0.59267657995224, 0.40964341163635254]",0
可以啊不错,0,5.0,['不错'],1.0,1,0.8612132352941176,1,"[0.9943239688873291, 0.005844879895448685]",1
很棒，强烈推荐。,0,5.0,"['很棒', '强烈推荐']",1.0,1,0.908429267922546,1,"[0.9937543272972107, 0.005996071267873049]",1
老师讲的很好，  而且也是个有趣的人,0,5.0,"['好', '有趣']",1.0,1,0.9932738052990149,1,"[0.9381133913993835, 0.06181100755929947]",1
希望能够多增加一些实操类型的例子,0,5.0,"['希望', '增加', '实操', '类型', '例子']",1.0,1,0.47177160882757474,0,"[0.9832056164741516, 0.01670091412961483]",1
很好很好好好好,0,5.0,"['好', '好好', '好好']",1.0,1,0.9021432278654418,1,"[0.9828168153762817, 0.016399933025240898]",1
翁老师超强的智慧，学生我佩服无比！！！,0,5.0,"['翁', '超强', '智慧', '学生', '佩服', '无比']",1.0,1,0.9794607538127066,1,"[0.9913444519042969, 0.008840708993375301]",1
翁老师激萌！！！,0,5.0,"['翁', '激萌']",1.0,1,0.48019251858444223,0,"[0.989158034324646, 0.010766720399260521]",1
老师讲的非常好。,0,5.0,['好'],1.0,1,0.9530001141905768,1,"[0.9396690726280212, 0.06020989269018173]",1
很好，和之前的课程很好的衔接，很好,0,5.0,"['好', '好', '衔接', '好']",1.0,1,0.992487777779544,1,"[0.9745684862136841, 0.025343816727399826]",1
"可以，很不错
",0,5.0,['不错'],1.0,1,0.9200760629671317,1,"[0.984936535358429, 0.014368376694619656]",1
老师讲得挺好的  希望课件每次都发  在入门课上后面几周都没课件了,0,5.0,"['讲得', '好', '希望', '课件', '每次', '发', '入门', '课上', '几周', '课件']",1.0,1,0.5831189377308826,0,"[0.9335564970970154, 0.0666266456246376]",1
越学越感兴趣，也可以说翁老师特色越来越明显了。,0,5.0,"['越学越', '感兴趣', '说', '翁', '特色', '越来越']",1.0,1,0.9970298869451227,1,"[0.9955638647079468, 0.004508478567004204]",1
轻松入门~,0,5.0,"['轻松', '入门']",1.0,1,0.8508419731332165,1,"[0.9979363679885864, 0.0019749957136809826]",1
"谢老师带我蜕变
",0,5.0,"['谢', '蜕变']",1.0,1,0.982565753048111,1,"[0.9045988321304321, 0.0921240970492363]",1
真的是好课,0,5.0,"['真的', '好', '课']",1.0,1,0.8746697315653376,1,"[0.981492817401886, 0.017637232318520546]",1
老师思路很清晰，讲解得很好,0,5.0,"['思路', '清晰', '讲解', '好']",1.0,1,0.9998492560378824,1,"[0.9644840955734253, 0.033498525619506836]",1
老师讲的非常通俗易懂，非常吸引我学习C语言,0,5.0,"['通俗易懂', '吸引']",1.0,1,0.9955501215564658,1,"[0.9896911978721619, 0.011329959146678448]",1
老师教得清楚直白了，容易接受。,0,5.0,"['教得', '直白', '容易接受']",1.0,1,0.7615941435664122,1,"[0.9962383508682251, 0.0035890978761017323]",1
身为一个CS的学生，翁老师的视频不仅帮我介绍梳理了知识，每周一更的视频更是我学习的动力之一！,0,5.0,"['身为', '学生', '翁', '视频', '帮', '介绍', '梳理', '知识', '每周', '视频', '更是', '动力']",1.0,1,0.9990651544670948,1,"[0.9913185834884644, 0.00947448331862688]",1
老师可以讲讲数据结构吗？,0,5.0,"['讲讲', '数据结构']",1.0,1,0.9916948333290931,1,"[0.9776086807250977, 0.020440436899662018]",1
"课程很好，老师讲解也很仔细
",0,5.0,"['好', '讲解', '仔细']",1.0,1,0.9996171287456276,1,"[0.8487857580184937, 0.14956079423427582]",1
内容很棒的,0,5.0,['很棒'],1.0,1,0.8167558391817034,1,"[0.9815681576728821, 0.018993645906448364]",1
零基础学习，努力跟上进度,0,5.0,"['基础', '努力', '跟上', '进度']",1.0,1,0.9443060625103652,1,"[0.4674847424030304, 0.5344880819320679]",0
真是太好了,0,5.0,['太好了'],1.0,1,0.4734776023452153,0,"[0.9955915808677673, 0.004372224677354097]",1
非常棒！对我的课程很有利！,0,5.0,['棒'],1.0,1,0.9904962084886684,1,"[0.9935089349746704, 0.00620594248175621]",1
老师的讲课方式很自由，以实践与幽默风趣的讲授方式带给学生无穷无尽的学习乐趣。还希望老师能够继续发布课程，比如C  和Python编程入门。,0,5.0,"['讲课', '方式', '自由', '实践', '幽默', '风趣', '讲授', '方式', '带给', '学生', '无穷无尽', '乐趣', '希望', '发布', '编程', '入门']",1.0,1,0.9999999998469502,1,"[0.991295576095581, 0.008921205066144466]",1
讲师讲的内容比较通俗，容易理解,0,5.0,"['讲师', '通俗', '理解']",1.0,1,0.9242857521602511,1,"[0.9783211946487427, 0.02216627262532711]",1
优秀，讲的就是好,0,5.0,"['优秀', '好']",1.0,1,0.9493972819764905,1,"[0.9921924471855164, 0.007851192727684975]",1
老师讲解的很清晰，很适合初学者,0,4.0,"['讲解', '清晰', '适合', '初学者']",1.0,1,0.9999888981490298,1,"[0.977514386177063, 0.02232002653181553]",1
讲课风格通俗易懂，深入浅出。,0,5.0,"['讲课', '风格', '通俗易懂', '深入浅出']",1.0,1,0.9940153532644411,1,"[0.9954991936683655, 0.004260072950273752]",1
很好，对入门学生很友好的课程,0,5.0,"['好', '入门', '学生', '友好']",1.0,1,0.9887401403928961,1,"[0.9847427606582642, 0.01436026394367218]",1
内容充实，简单易懂,0,5.0,"['充实', '简单', '易懂']",1.0,1,0.8852525257701234,1,"[0.9937828183174133, 0.005819656420499086]",1
非常喜欢老师。,0,5.0,['喜欢'],1.0,1,0.9382881500560649,1,"[0.9892947673797607, 0.010790877044200897]",1
翁老师的课一直都讲的很好，细 通俗易懂 ,0,5.0,"['翁', '课', '好', '细', '通俗易懂']",1.0,1,0.9986596874652466,1,"[0.9919628500938416, 0.007474922109395266]",1
老师能够形象地表达出抽象的物理概念,0,5.0,"['形象', '表达', '抽象', '物理', '概念']",1.0,1,0.9898268246904762,1,"[0.9938593506813049, 0.00638583954423666]",1
系统梳理了很多知识点，清晰易懂,0,5.0,"['系统', '梳理', '知识点', '清晰', '易懂']",1.0,1,0.992962968406449,1,"[0.9902936220169067, 0.009593645110726357]",1
很不错，希望会更好,0,5.0,"['不错', '希望', '更好']",1.0,1,0.974540162195742,1,"[0.973075807094574, 0.0260985866189003]",1
666666666666,0,5.0,[],1.0,1,0.5,0,"[0.4577430486679077, 0.5428674817085266]",0
很好很好的,0,5.0,"['好', '好']",1.0,1,0.918395973556801,1,"[0.9333734512329102, 0.06553582102060318]",1
静静的感受，收获的不仅仅是知识,0,5.0,"['静静的', '感受', '收获', '知识']",1.0,1,0.9984957101683811,1,"[0.9780265688896179, 0.021427730098366737]",1
翁凯出品，必属精品,0,5.0,"['翁凯', '出品', '必属', '精品']",1.0,1,0.9169239912871652,1,"[0.9899213314056396, 0.010184942744672298]",1
授课方式很好，不难听懂,0,5.0,"['授课', '方式', '好', '不难', '听懂']",1.0,1,0.7502098272508171,1,"[0.9547746181488037, 0.04605927690863609]",1
